대우,1786,3545,3821,NNP,*,F,대우,*,*,*,*
구글,1786,3546,2953,NNP,*,T,구글,*,*,*,*
도로,1786,3545,0,NNP,*,F,도로,*,*,*,*
점찍기,1780,3533,0,NNG,*,F,점찍기,*,*,*,*
충전구,1780,3533,0,NNG,*,F,충전구,*,*,*,*
세그멘테이션,1780,3534,0,NNG,*,T,세그멘테이션,*,*,*,*
이동체,1780,3533,0,NNG,*,F,이동체,*,*,*,*
중장비,1780,3533,0,NNG,*,F,중장비,*,*,*,*
시멘틱,1786,3546,0,NNP,*,T,시멘틱,*,*,*,*
광학문자인식,1780,3534,0,NNG,*,T,광학문자인식,*,*,*,*
폐쇄회로카메라,1780,3533,0,NNG,*,F,폐쇄회로카메라,*,*,*,*
